C,Mn,Si,Cr,Ni,Mo,F_Ferrite,F_Pearlite,F_Bainite,F_Martensite,Yield_MPa,UTS_MPa,Hardness_HV,Elongation_Pct
0.879,0.526,1.359,0.175,0.797,3.438,0.4,0.4,0.1,0.1,742.1,890.52,224.8787878787879,16.814999999999998
1.061,0.551,1.129,0.014,1.426,1.588,0.4,0.4,0.1,0.1,835.6,1002.72,253.21212121212125,14.085
1.221,0.218,0.22,1.962,0.544,0.001,0.4,0.4,0.1,0.1,882.3,1058.76,267.3636363636364,11.684999999999999
1.118,0.781,1.464,1.777,2.668,2.144,0.4,0.4,0.1,0.1,887.1,1064.52,268.8181818181818,13.229999999999997
0.913,1.268,1.025,3.991,2.73,3.783,0.4,0.4,0.1,0.1,833.3,999.9599999999999,252.5151515151515,16.305
0.35,1.406,0.301,2.087,4.126,0.855,0.4,0.4,0.1,0.1,565.6,678.72,171.3939393939394,24.75
0.915,1.445,0.612,0.393,4.895,1.382,0.4,0.4,0.1,0.1,852.0,1022.4,258.1818181818182,16.275
0.25,0.623,1.021,4.47,1.809,3.614,0.4,0.4,0.1,0.1,437.3,524.76,132.51515151515153,26.25
0.549,0.376,1.166,2.947,2.526,2.403,0.4,0.4,0.1,0.1,562.1,674.52,170.33333333333334,21.765
0.839,0.777,1.322,1.879,0.899,2.027,0.4,0.4,0.1,0.1,747.2,896.64,226.42424242424244,17.415
0.248,0.449,0.806,2.582,2.039,2.645,0.4,0.4,0.1,0.1,418.9,502.67999999999995,126.93939393939394,26.28
0.103,1.286,1.314,2.364,0.363,1.015,0.4,0.4,0.1,0.1,430.1,516.12,130.33333333333334,28.455
1.019,0.989,1.022,1.435,1.414,0.336,0.4,0.4,0.1,0.1,858.4,1030.08,260.1212121212121,14.715000000000002
0.184,0.739,0.301,3.761,2.13,2.572,0.4,0.4,0.1,0.1,415.9,499.0799999999999,126.03030303030303,27.240000000000002
1.175,1.274,1.103,3.563,0.741,1.804,0.4,0.4,0.1,0.1,964.9,1157.8799999999999,292.3939393939394,12.375
0.945,1.128,0.624,0.054,1.726,3.309,0.4,0.4,0.1,0.1,835.3,1002.3599999999999,253.12121212121212,15.825000000000001
1.395,0.351,1.064,3.443,2.461,2.02,0.4,0.4,0.1,0.1,982.6,1179.12,297.7575757575758,9.075
1.496,0.21,0.859,2.49,2.641,2.987,0.4,0.4,0.1,0.1,1019.0,1222.8,308.7878787878788,7.559999999999999
0.96,1.103,0.882,2.134,0.053,4.962,0.4,0.4,0.1,0.1,840.3,1008.3599999999999,254.63636363636363,15.600000000000001
0.658,1.405,0.528,1.98,0.995,3.218,0.4,0.4,0.1,0.1,719.5,863.4,218.03030303030303,20.13
1.485,0.18,0.978,1.203,0.537,0.449,0.4,0.4,0.1,0.1,1010.5,1212.6,306.21212121212125,7.724999999999998
0.623,1.204,1.427,1.602,0.144,3.214,0.4,0.4,0.1,0.1,681.9,818.28,206.63636363636365,20.655
1.345,0.986,0.899,2.677,2.008,0.954,0.4,0.4,0.1,0.1,1021.1,1225.32,309.42424242424244,9.825
0.259,1.494,0.808,1.164,2.763,0.965,0.4,0.4,0.1,0.1,528.9,634.68,160.27272727272728,26.115
0.251,0.721,1.377,4.094,4.163,3.469,0.4,0.4,0.1,0.1,447.6,537.12,135.63636363636365,26.235
0.433,1.429,0.778,2.239,1.645,4.097,0.4,0.4,0.1,0.1,609.4,731.28,184.66666666666666,23.505
1.035,1.29,0.787,2.328,4.085,1.533,0.4,0.4,0.1,0.1,896.5,1075.8,271.6666666666667,14.475000000000001
0.949,0.799,0.174,4.484,2.433,0.936,0.4,0.4,0.1,0.1,804.4,965.28,243.75757575757575,15.765
0.273,1.239,0.845,2.209,0.359,0.354,0.4,0.4,0.1,0.1,510.4,612.4799999999999,154.66666666666666,25.905
0.514,1.106,0.204,1.021,4.195,1.754,0.4,0.4,0.1,0.1,617.6,741.12,187.15151515151516,22.29
1.121,1.388,0.728,4.039,1.542,4.783,0.4,0.4,0.1,0.1,949.3,1139.1599999999999,287.6666666666667,13.184999999999999
1.102,0.989,0.176,3.879,1.52,4.528,0.4,0.4,0.1,0.1,899.9,1079.8799999999999,272.6969696969697,13.469999999999999
0.516,1.204,0.841,0.423,1.792,0.208,0.4,0.4,0.1,0.1,628.4,754.0799999999999,190.42424242424244,22.259999999999998
1.352,0.346,0.378,0.934,3.407,2.044,0.4,0.4,0.1,0.1,960.6,1152.72,291.0909090909091,9.719999999999999
0.905,0.804,1.479,0.062,0.604,4.612,0.4,0.4,0.1,0.1,782.9,939.4799999999999,237.24242424242425,16.424999999999997
1.19,0.646,0.107,1.459,4.147,0.769,0.4,0.4,0.1,0.1,909.6,1091.52,275.6363636363637,12.150000000000002
0.266,0.947,0.954,4.208,0.987,3.118,0.4,0.4,0.1,0.1,477.7,573.24,144.75757575757575,26.009999999999998
0.595,1.328,1.069,4.051,4.867,0.447,0.4,0.4,0.1,0.1,680.3,816.3599999999999,206.15151515151516,21.075000000000003
0.299,0.8,0.683,3.733,3.034,3.146,0.4,0.4,0.1,0.1,479.5,575.4,145.3030303030303,25.515
0.665,1.417,0.696,1.342,1.607,2.826,0.4,0.4,0.1,0.1,724.2,869.0400000000001,219.45454545454547,20.025
0.946,1.428,0.384,3.629,3.19,1.005,0.4,0.4,0.1,0.1,865.8,1038.9599999999998,262.3636363636364,15.81
0.621,0.923,0.344,2.946,4.761,1.555,0.4,0.4,0.1,0.1,652.8,783.3599999999999,197.8181818181818,20.685000000000002
0.931,1.472,0.683,1.138,1.019,3.398,0.4,0.4,0.1,0.1,862.7,1035.24,261.42424242424244,16.035
1.229,1.024,0.284,1.259,2.418,2.467,0.4,0.4,0.1,0.1,966.9,1160.28,293.0,11.564999999999998
1.273,1.458,0.854,4.062,0.969,2.081,0.4,0.4,0.1,0.1,1032.3,1238.76,312.8181818181818,10.905000000000001
0.778,0.248,1.057,2.417,0.078,4.372,0.4,0.4,0.1,0.1,663.8,796.56,201.15151515151516,18.33
1.47,1.05,0.39,0.345,3.518,3.004,0.4,0.4,0.1,0.1,1090.0,1308.0,330.3030303030303,7.949999999999999
0.632,1.486,1.467,0.119,4.337,1.148,0.4,0.4,0.1,0.1,714.6,857.52,216.54545454545456,20.52
0.651,1.215,1.23,4.15,0.915,2.352,0.4,0.4,0.1,0.1,697.0,836.4,211.21212121212122,20.235
0.634,0.721,0.626,2.073,0.467,4.696,0.4,0.4,0.1,0.1,639.1,766.92,193.66666666666669,20.490000000000002
1.181,1.001,0.79,3.605,0.889,4.208,0.4,0.4,0.1,0.1,940.6,1128.72,285.03030303030306,12.285
1.03,1.168,0.207,0.912,4.817,1.743,0.4,0.4,0.1,0.1,881.8,1058.1599999999999,267.2121212121212,14.549999999999999
1.468,0.378,1.388,0.989,4.49,1.287,0.4,0.4,0.1,0.1,1021.8,1226.1599999999999,309.6363636363636,7.98
1.075,1.326,0.889,0.339,0.857,2.27,0.4,0.4,0.1,0.1,920.1,1104.12,278.8181818181818,13.875
0.932,0.297,0.616,1.602,1.428,3.151,0.4,0.4,0.1,0.1,745.7,894.84,225.969696969697,16.02
0.875,1.246,0.674,1.886,3.982,4.814,0.4,0.4,0.1,0.1,812.1,974.52,246.09090909090912,16.875
0.469,0.578,0.761,1.048,4.281,0.063,0.4,0.4,0.1,0.1,542.3,650.7599999999999,164.33333333333331,22.965
1.431,0.891,0.165,1.686,4.759,2.881,0.4,0.4,0.1,0.1,1054.6,1265.5199999999998,319.57575757575756,8.535
0.265,0.317,0.941,3.304,0.068,2.931,0.4,0.4,0.1,0.1,414.2,497.03999999999996,125.51515151515152,26.025
0.999,1.267,1.277,3.314,3.227,4.891,0.4,0.4,0.1,0.1,876.2,1051.44,265.51515151515156,15.015
1.108,1.069,0.482,4.724,0.537,0.728,0.4,0.4,0.1,0.1,910.9,1093.08,276.03030303030306,13.379999999999999
0.225,0.199,0.586,3.229,4.192,1.314,0.4,0.4,0.1,0.1,382.4,458.87999999999994,115.87878787878788,26.625
1.348,0.858,1.489,4.325,4.352,2.66,0.4,0.4,0.1,0.1,1009.8,1211.76,306.0,9.779999999999998
1.424,0.854,0.678,2.162,4.064,4.612,0.4,0.4,0.1,0.1,1047.4,1256.88,317.39393939393943,8.64
1.07,0.782,1.31,0.633,3.48,1.786,0.4,0.4,0.1,0.1,863.2,1035.84,261.5757575757576,13.95
0.177,0.961,0.213,0.776,0.61,2.697,0.4,0.4,0.1,0.1,434.6,521.52,131.69696969696972,27.345
0.221,0.163,0.222,0.349,2.607,1.887,0.4,0.4,0.1,0.1,376.8,452.16,114.18181818181819,26.685
0.29,0.653,0.91,2.556,1.396,1.457,0.4,0.4,0.1,0.1,460.3,552.36,139.4848484848485,25.65
0.32,0.699,1.35,4.337,1.268,0.099,0.4,0.4,0.1,0.1,479.9,575.88,145.42424242424244,25.2
0.667,0.766,0.887,3.934,2.002,0.646,0.4,0.4,0.1,0.1,660.1,792.12,200.03030303030306,19.994999999999997
0.937,0.286,1.228,3.054,0.645,2.304,0.4,0.4,0.1,0.1,747.1,896.52,226.3939393939394,15.944999999999999
1.136,1.253,0.935,0.982,1.694,4.95,0.4,0.4,0.1,0.1,943.3,1131.9599999999998,285.8484848484849,12.96
0.135,1.02,0.878,3.83,2.464,1.18,0.4,0.4,0.1,0.1,419.5,503.4,127.12121212121212,27.975
0.136,0.631,1.331,4.691,4.148,0.922,0.4,0.4,0.1,0.1,381.1,457.32,115.4848484848485,27.96
1.05,0.516,1.281,4.26,4.256,0.923,0.4,0.4,0.1,0.1,826.6,991.92,250.4848484848485,14.25
1.129,0.149,1.112,1.061,0.401,1.611,0.4,0.4,0.1,0.1,829.4,995.28,251.33333333333334,13.065000000000001
1.104,0.289,1.403,1.279,2.11,0.949,0.4,0.4,0.1,0.1,830.9,997.0799999999999,251.78787878787878,13.439999999999998
0.383,0.27,1.001,0.974,3.341,4.995,0.4,0.4,0.1,0.1,468.5,562.1999999999999,141.96969696969697,24.255
0.525,1.384,1.188,1.857,1.732,2.3,0.4,0.4,0.1,0.1,650.9,781.0799999999999,197.24242424242425,22.125
0.881,1.438,0.838,4.77,4.598,2.957,0.4,0.4,0.1,0.1,834.3,1001.1599999999999,252.8181818181818,16.785
0.749,0.151,0.493,2.056,0.581,3.508,0.4,0.4,0.1,0.1,639.6,767.52,193.81818181818184,18.765
0.631,1.167,0.433,1.928,4.866,2.531,0.4,0.4,0.1,0.1,682.2,818.64,206.72727272727275,20.535
0.62,0.532,0.682,0.144,3.156,1.823,0.4,0.4,0.1,0.1,613.2,735.84,185.81818181818184,20.7
0.671,1.476,0.72,0.277,4.433,3.025,0.4,0.4,0.1,0.1,733.1,879.72,222.15151515151518,19.935
1.208,0.903,0.737,1.857,0.736,2.542,0.4,0.4,0.1,0.1,944.3,1133.1599999999999,286.1515151515151,11.879999999999999
0.723,1.246,0.499,0.364,0.992,3.476,0.4,0.4,0.1,0.1,736.1,883.32,223.0606060606061,19.155
1.173,1.276,1.366,1.837,4.239,4.785,0.4,0.4,0.1,0.1,964.1,1156.92,292.1515151515152,12.405000000000001
1.483,0.495,0.192,1.016,2.601,1.763,0.4,0.4,0.1,0.1,1041.0,1249.2,315.4545454545455,7.754999999999999
1.172,0.933,0.692,4.446,3.185,2.637,0.4,0.4,0.1,0.1,929.3,1115.1599999999999,281.6060606060606,12.420000000000002
0.322,1.316,0.123,4.894,0.475,2.611,0.4,0.4,0.1,0.1,542.6,651.12,164.42424242424244,25.17
0.531,1.257,1.374,1.883,1.619,4.529,0.4,0.4,0.1,0.1,641.2,769.44,194.30303030303034,22.035
0.775,0.598,0.504,0.105,3.835,1.477,0.4,0.4,0.1,0.1,697.3,836.7599999999999,211.3030303030303,18.375
0.448,0.871,0.995,0.167,0.818,4.803,0.4,0.4,0.1,0.1,561.1,673.32,170.03030303030306,23.28
0.776,0.903,0.333,3.337,0.556,4.319,0.4,0.4,0.1,0.1,728.3,873.9599999999999,220.6969696969697,18.36
0.454,1.277,0.987,2.188,4.644,2.009,0.4,0.4,0.1,0.1,604.7,725.64,183.24242424242428,23.189999999999998
1.041,1.477,0.52,3.586,0.771,3.4,0.4,0.4,0.1,0.1,918.2,1101.84,278.24242424242425,14.385000000000002
0.525,0.735,0.48,4.016,3.955,4.8,0.4,0.4,0.1,0.1,586.0,703.1999999999999,177.5757575757576,22.125
1.394,1.076,1.068,2.092,0.137,3.086,0.4,0.4,0.1,0.1,1054.6,1265.5199999999998,319.57575757575756,9.09
1.401,0.493,0.352,0.58,0.838,0.665,0.4,0.4,0.1,0.1,999.8,1199.76,302.969696969697,8.985
1.454,0.855,0.632,0.569,2.677,2.329,0.4,0.4,0.1,0.1,1062.5,1275.0,321.969696969697,8.190000000000001
1.2,0.682,0.603,2.701,2.27,0.851,0.4,0.4,0.1,0.1,918.2,1101.84,278.24242424242425,12.0
0.997,0.731,0.899,2.213,4.157,0.352,0.4,0.4,0.1,0.1,821.6,985.92,248.969696969697,15.045
1.002,0.859,0.74,0.603,1.293,2.892,0.4,0.4,0.1,0.1,836.9,1004.28,253.60606060606062,14.97
0.303,0.454,0.858,2.028,4.878,3.869,0.4,0.4,0.1,0.1,446.9,536.28,135.42424242424244,25.455
0.522,0.538,1.271,3.753,0.187,0.826,0.4,0.4,0.1,0.1,564.8,677.7599999999999,171.15151515151516,22.17
0.721,0.446,0.107,4.762,3.491,2.546,0.4,0.4,0.1,0.1,655.1,786.12,198.51515151515153,19.185000000000002
0.817,1.208,1.263,3.273,1.561,4.943,0.4,0.4,0.1,0.1,779.3,935.1599999999999,236.15151515151516,17.745
0.759,0.786,0.842,2.922,2.418,1.608,0.4,0.4,0.1,0.1,708.1,849.72,214.5757575757576,18.615000000000002
0.214,0.779,0.305,1.769,2.179,4.014,0.4,0.4,0.1,0.1,434.9,521.88,131.78787878787878,26.79
0.85,0.701,1.128,3.97,0.137,1.056,0.4,0.4,0.1,0.1,745.1,894.12,225.7878787878788,17.25
1.106,1.348,0.389,1.748,3.447,1.922,0.4,0.4,0.1,0.1,937.8,1125.36,284.1818181818182,13.41
0.615,0.162,0.175,2.801,4.668,1.965,0.4,0.4,0.1,0.1,573.7,688.44,173.84848484848487,20.775
0.515,1.404,0.29,0.419,4.658,1.653,0.4,0.4,0.1,0.1,647.9,777.4799999999999,196.33333333333334,22.275
0.26,0.203,0.446,0.206,0.046,0.399,0.4,0.4,0.1,0.1,400.3,480.36,121.30303030303031,26.1
0.479,0.231,0.691,1.47,0.916,3.078,0.4,0.4,0.1,0.1,512.6,615.12,155.33333333333334,22.815
0.377,0.113,0.137,3.067,4.657,4.207,0.4,0.4,0.1,0.1,449.8,539.76,136.3030303030303,24.345
1.164,1.427,0.606,1.549,2.993,3.94,0.4,0.4,0.1,0.1,974.7,1169.64,295.3636363636364,12.540000000000003
0.576,1.429,0.487,2.652,4.367,1.179,0.4,0.4,0.1,0.1,680.9,817.0799999999999,206.33333333333334,21.36
0.851,1.341,1.174,0.823,0.964,2.017,0.4,0.4,0.1,0.1,809.6,971.52,245.33333333333334,17.235
0.656,0.747,0.928,2.288,3.56,3.69,0.4,0.4,0.1,0.1,652.7,783.24,197.7878787878788,20.16
1.15,0.799,1.431,2.724,2.351,4.485,0.4,0.4,0.1,0.1,904.9,1085.8799999999999,274.21212121212125,12.75
0.802,1.427,1.353,1.945,0.255,2.468,0.4,0.4,0.1,0.1,793.7,952.44,240.51515151515153,17.97
0.912,1.164,1.455,0.293,0.864,3.022,0.4,0.4,0.1,0.1,822.4,986.8799999999999,249.21212121212122,16.32
0.859,1.027,1.131,2.209,4.796,2.009,0.4,0.4,0.1,0.1,782.2,938.64,237.03030303030306,17.115000000000002
1.185,0.892,0.956,1.156,4.293,4.723,0.4,0.4,0.1,0.1,931.7,1118.04,282.33333333333337,12.224999999999998
0.231,1.447,0.278,0.275,3.245,0.035,0.4,0.4,0.1,0.1,510.20000000000005,612.24,154.60606060606062,26.535
0.709,0.207,0.54,2.01,4.979,1.437,0.4,0.4,0.1,0.1,625.2,750.24,189.45454545454547,19.365000000000002
1.114,0.832,0.17,4.611,0.332,0.292,0.4,0.4,0.1,0.1,890.2,1068.24,269.7575757575758,13.29
1.325,0.592,0.465,3.467,1.074,3.988,0.4,0.4,0.1,0.1,971.7,1166.04,294.4545454545455,10.125
0.499,0.93,0.544,2.208,1.554,0.941,0.4,0.4,0.1,0.1,592.5,711.0,179.54545454545456,22.515
0.519,0.815,1.297,1.694,2.569,0.422,0.4,0.4,0.1,0.1,591.0,709.1999999999999,179.0909090909091,22.215
0.791,0.234,0.963,1.667,2.141,1.116,0.4,0.4,0.1,0.1,668.9,802.68,202.6969696969697,18.134999999999998
1.398,0.289,1.286,2.669,2.96,4.245,0.4,0.4,0.1,0.1,977.9,1173.48,296.3333333333333,9.030000000000001
0.387,1.071,1.287,1.826,1.322,1.615,0.4,0.4,0.1,0.1,550.6,660.72,166.84848484848487,24.195
1.012,1.354,0.553,1.751,2.759,3.576,0.4,0.4,0.1,0.1,891.4,1069.6799999999998,270.1212121212121,14.82
0.209,1.312,1.083,1.368,3.896,0.158,0.4,0.4,0.1,0.1,485.70000000000005,582.84,147.18181818181822,26.865000000000002
0.425,1.34,0.728,1.628,4.605,1.393,0.4,0.4,0.1,0.1,596.5,715.8,180.75757575757578,23.625
0.827,0.854,0.467,2.296,4.755,0.029,0.4,0.4,0.1,0.1,748.9,898.68,226.93939393939394,17.595
0.541,1.045,1.214,1.286,3.883,3.602,0.4,0.4,0.1,0.1,625.0,750.0,189.3939393939394,21.884999999999998
0.202,0.232,0.868,1.269,2.89,4.461,0.4,0.4,0.1,0.1,374.2,449.03999999999996,113.39393939393939,26.97
0.955,1.003,0.795,1.904,3.355,4.053,0.4,0.4,0.1,0.1,827.8,993.3599999999999,250.84848484848484,15.675
1.404,0.562,0.405,1.277,0.095,3.599,0.4,0.4,0.1,0.1,1008.2,1209.84,305.51515151515156,8.940000000000001
1.147,0.982,1.347,4.74,0.553,1.543,0.4,0.4,0.1,0.1,921.7,1106.04,279.3030303030303,12.794999999999998
0.383,0.785,0.303,0.302,2.9,3.194,0.4,0.4,0.1,0.1,520.0,624.0,157.5757575757576,24.255
1.397,0.748,0.79,2.857,1.144,4.961,0.4,0.4,0.1,0.1,1023.3,1227.9599999999998,310.0909090909091,9.044999999999998
0.405,1.06,0.882,0.878,1.706,0.038,0.4,0.4,0.1,0.1,558.5,670.1999999999999,169.24242424242425,23.925
0.734,0.523,0.344,0.625,2.0,0.55,0.4,0.4,0.1,0.1,669.3,803.16,202.8181818181818,18.990000000000002
1.436,0.626,0.496,2.057,2.754,3.72,0.4,0.4,0.1,0.1,1030.6,1236.7199999999998,312.3030303030303,8.46
1.477,1.061,0.993,1.009,0.614,4.42,0.4,0.4,0.1,0.1,1094.6,1313.5199999999998,331.6969696969697,7.844999999999999
0.763,0.865,0.183,3.275,1.099,0.678,0.4,0.4,0.1,0.1,718.0,861.6,217.5757575757576,18.555
0.226,0.639,0.356,4.386,2.133,3.577,0.4,0.4,0.1,0.1,426.9,512.28,129.36363636363637,26.61
1.2,0.926,0.628,3.111,0.183,4.499,0.4,0.4,0.1,0.1,942.6,1131.12,285.6363636363637,12.0
0.105,0.452,1.149,3.162,0.496,1.025,0.4,0.4,0.1,0.1,347.7,417.23999999999995,105.36363636363636,28.425
0.899,0.908,1.196,0.417,0.444,4.765,0.4,0.4,0.1,0.1,790.3,948.3599999999999,239.48484848484847,16.515
0.23,0.166,1.151,1.583,3.841,2.07,0.4,0.4,0.1,0.1,381.6,457.92,115.63636363636365,26.55
1.394,0.971,0.404,3.968,3.112,1.204,0.4,0.4,0.1,0.1,1044.1,1252.9199999999998,316.3939393939394,9.09
0.442,1.038,0.203,2.621,0.956,3.758,0.4,0.4,0.1,0.1,574.8,689.7599999999999,174.1818181818182,23.37
1.462,1.163,0.956,0.634,1.97,0.596,0.4,0.4,0.1,0.1,1097.3,1316.76,332.5151515151515,8.07
0.598,1.303,0.775,2.794,3.456,4.388,0.4,0.4,0.1,0.1,679.3,815.16,205.84848484848484,21.03
0.613,0.861,0.621,3.995,4.678,3.726,0.4,0.4,0.1,0.1,642.6,771.12,194.72727272727275,20.805
0.713,0.622,1.253,3.457,4.538,3.268,0.4,0.4,0.1,0.1,668.7,802.44,202.63636363636365,19.305
1.0,0.508,0.523,2.88,2.786,1.783,0.4,0.4,0.1,0.1,800.8,960.9599999999999,242.66666666666666,15.0
0.124,1.146,1.037,4.765,2.992,3.103,0.4,0.4,0.1,0.1,426.6,511.92,129.27272727272728,28.14
0.252,0.243,1.164,1.943,3.571,1.593,0.4,0.4,0.1,0.1,400.3,480.36,121.30303030303031,26.22
0.749,0.642,0.553,2.464,0.115,3.842,0.4,0.4,0.1,0.1,688.7,826.44,208.69696969696972,18.765
0.355,1.003,0.479,3.283,2.738,1.868,0.4,0.4,0.1,0.1,527.8,633.3599999999999,159.93939393939394,24.675
1.453,0.939,1.082,1.335,2.476,0.009,0.4,0.4,0.1,0.1,1070.4,1284.48,324.36363636363643,8.204999999999998
1.454,0.845,0.102,3.979,3.159,0.193,0.4,0.4,0.1,0.1,1061.5,1273.8,321.6666666666667,8.190000000000001
1.143,1.184,0.431,4.242,4.654,1.5,0.4,0.4,0.1,0.1,939.9,1127.8799999999999,284.8181818181818,12.855
1.329,0.167,0.637,3.627,0.097,0.129,0.4,0.4,0.1,0.1,931.2,1117.44,282.1818181818182,10.065000000000001
1.014,0.115,1.433,4.759,0.884,0.677,0.4,0.4,0.1,0.1,768.5,922.1999999999999,232.8787878787879,14.79
0.134,0.263,0.461,3.913,4.511,3.269,0.4,0.4,0.1,0.1,343.3,411.96,104.03030303030305,27.99
1.021,0.445,0.129,0.56,2.183,2.229,0.4,0.4,0.1,0.1,805.0,966.0,243.93939393939397,14.685000000000002
0.439,0.42,1.427,0.032,1.148,3.358,0.4,0.4,0.1,0.1,511.5,613.8,155.0,23.415
1.425,0.752,0.604,1.397,1.735,4.684,0.4,0.4,0.1,0.1,1037.7,1245.24,314.4545454545455,8.625
1.432,1.229,0.849,3.348,4.268,1.042,0.4,0.4,0.1,0.1,1088.9,1306.68,329.969696969697,8.52
1.169,0.635,1.138,1.378,0.75,1.374,0.4,0.4,0.1,0.1,898.0,1077.6,272.1212121212121,12.465
1.437,1.122,0.655,3.486,3.503,1.268,0.4,0.4,0.1,0.1,1080.7,1296.84,327.4848484848485,8.445
1.463,0.73,1.384,4.494,0.546,0.401,0.4,0.4,0.1,0.1,1054.5,1265.3999999999999,319.54545454545456,8.055
0.526,0.349,1.456,3.85,2.361,2.667,0.4,0.4,0.1,0.1,547.9,657.4799999999999,166.03030303030303,22.11
0.262,1.062,1.343,4.368,4.71,2.624,0.4,0.4,0.1,0.1,487.2,584.64,147.63636363636365,26.07
1.101,1.45,0.959,3.007,1.781,1.831,0.4,0.4,0.1,0.1,945.5,1134.6,286.51515151515156,13.485
1.431,0.745,1.144,0.985,1.615,2.496,0.4,0.4,0.1,0.1,1040.0,1248.0,315.1515151515152,8.535
1.105,0.332,0.74,3.184,4.894,0.367,0.4,0.4,0.1,0.1,835.7,1002.84,253.24242424242428,13.425
0.136,0.536,0.641,2.507,3.998,0.331,0.4,0.4,0.1,0.1,371.6,445.92,112.60606060606062,27.96
1.411,0.449,1.03,1.241,0.207,3.625,0.4,0.4,0.1,0.1,1000.4,1200.48,303.1515151515152,8.835
1.246,0.248,1.063,2.497,4.009,3.276,0.4,0.4,0.1,0.1,897.8,1077.36,272.06060606060606,11.309999999999999
1.006,0.729,0.514,4.008,0.024,0.874,0.4,0.4,0.1,0.1,825.9,991.0799999999999,250.27272727272728,14.91
0.573,0.275,0.607,4.971,3.088,0.108,0.4,0.4,0.1,0.1,564.0,676.8,170.9090909090909,21.405
1.02,0.445,1.422,2.31,4.456,2.821,0.4,0.4,0.1,0.1,804.5,965.4,243.7878787878788,14.7
0.444,1.303,1.473,0.238,3.577,4.049,0.4,0.4,0.1,0.1,602.3,722.7599999999999,182.5151515151515,23.34
0.702,0.44,0.288,4.106,4.081,2.422,0.4,0.4,0.1,0.1,645.0,774.0,195.45454545454547,19.47
0.459,1.021,0.21,2.633,1.686,4.899,0.4,0.4,0.1,0.1,581.6,697.92,176.24242424242425,23.115
0.101,1.318,0.332,3.753,0.493,3.971,0.4,0.4,0.1,0.1,432.3,518.76,131.0,28.485
0.529,1.482,0.149,1.976,4.764,0.515,0.4,0.4,0.1,0.1,662.7,795.24,200.81818181818184,22.064999999999998
1.382,1.408,0.375,2.486,4.307,3.52,0.4,0.4,0.1,0.1,1081.8,1298.1599999999999,327.8181818181818,9.270000000000003
0.742,0.809,0.77,1.514,4.428,2.704,0.4,0.4,0.1,0.1,701.9,842.28,212.6969696969697,18.87
1.216,0.307,1.08,4.628,4.285,4.962,0.4,0.4,0.1,0.1,888.7,1066.44,269.3030303030303,11.760000000000002
0.889,1.215,1.229,3.299,3.268,1.886,0.4,0.4,0.1,0.1,816.0,979.1999999999999,247.27272727272728,16.665
0.23,0.343,1.301,1.462,0.166,4.829,0.4,0.4,0.1,0.1,399.3,479.15999999999997,121.00000000000001,26.55
0.957,0.549,0.663,4.358,3.281,1.616,0.4,0.4,0.1,0.1,783.4,940.0799999999999,237.3939393939394,15.645000000000001
0.656,1.307,0.816,4.718,3.522,2.437,0.4,0.4,0.1,0.1,708.7,850.44,214.75757575757578,20.16
1.306,0.21,0.99,3.046,0.468,0.209,0.4,0.4,0.1,0.1,924.0,1108.8,280.0,10.41
1.239,0.847,0.438,2.431,1.462,0.396,0.4,0.4,0.1,0.1,954.2,1145.04,289.1515151515152,11.415
0.729,0.632,1.01,2.68,0.377,4.958,0.4,0.4,0.1,0.1,677.7,813.24,205.3636363636364,19.064999999999998
1.416,0.969,0.456,3.348,4.563,0.977,0.4,0.4,0.1,0.1,1054.9,1265.88,319.6666666666667,8.760000000000002
1.367,0.811,1.121,1.342,0.569,3.906,0.4,0.4,0.1,0.1,1014.6,1217.52,307.4545454545455,9.495000000000001
1.248,0.908,0.472,3.947,4.762,3.208,0.4,0.4,0.1,0.1,964.8,1157.76,292.3636363636364,11.280000000000001
0.829,0.239,0.268,4.579,3.562,4.284,0.4,0.4,0.1,0.1,688.4,826.0799999999999,208.60606060606062,17.565
0.376,1.083,1.017,1.44,2.845,1.198,0.4,0.4,0.1,0.1,546.3,655.56,165.54545454545453,24.36
0.402,0.786,0.873,1.959,3.246,1.59,0.4,0.4,0.1,0.1,529.6,635.52,160.4848484848485,23.97
0.738,0.816,0.218,4.386,2.786,4.618,0.4,0.4,0.1,0.1,700.6,840.72,212.3030303030303,18.93
1.372,0.631,0.485,0.267,2.375,2.487,0.4,0.4,0.1,0.1,999.1,1198.92,302.7575757575758,9.419999999999998
1.464,1.201,0.409,2.977,4.677,4.178,0.4,0.4,0.1,0.1,1102.1,1322.5199999999998,333.96969696969694,8.04
1.318,1.373,0.681,1.921,0.631,4.92,0.4,0.4,0.1,0.1,1046.3,1255.56,317.06060606060606,10.23
0.572,0.113,1.412,2.913,0.986,2.851,0.4,0.4,0.1,0.1,547.3,656.7599999999999,165.84848484848484,21.42
1.368,1.426,1.476,2.799,2.438,1.508,0.4,0.4,0.1,0.1,1076.6,1291.9199999999998,326.24242424242425,9.479999999999997
0.959,0.252,0.502,4.003,3.884,1.946,0.4,0.4,0.1,0.1,754.7,905.64,228.69696969696972,15.615
0.146,0.165,1.456,4.501,1.642,4.521,0.4,0.4,0.1,0.1,339.5,407.4,102.87878787878789,27.81
0.859,0.742,0.185,0.379,4.016,2.485,0.4,0.4,0.1,0.1,753.7,904.44,228.39393939393943,17.115000000000002
0.628,0.499,1.176,4.096,1.153,2.925,0.4,0.4,0.1,0.1,613.9,736.68,186.03030303030303,20.58
